event_id,time,activity,lifecycle,msg_id,msg_payload,msg_role,x,y,z,robot,casename
11093,2022-12-17T21:33:45.752345,weed_position?,start,m_1288,{weed: {x:8.50852402385531; y: 8.514475017465946} },receive,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11094,2022-12-17T21:33:45.755345,weed_position?,start,m_1288,{weed: {x:8.50852402385531; y: 8.514475017465946} },receive,6.808.278.750.489.560,8.384.788.868.842.600,0.0,tractor_1,24
11098,2022-12-17T21:33:55.749345,tractor_position!,start,m_1289,{ header: tractor_1; position: {x:8.886660797872725; y: 9.05106551541342} },send,6.808.278.750.489.560,8.384.788.868.842.600,0.0,tractor_1,24
11099,2022-12-17T21:33:55.761345,tractor_position?,start,m_1289,{ header: tractor_1; position: {x:8.886660797872725; y: 9.05106551541342} },receive,850.852.402.385.531,8.514.475.017.465.940,14.506.890.683.878.300,drone,24
11102,2022-12-17T21:33:55.794345,tractor_position!,start,m_1290,{ header: tractor_2; position: {x:6.424324361835977; y: 9.019373558670779} },send,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11103,2022-12-17T21:33:55.812345,tractor_position?,start,m_1290,{ header: tractor_2; position: {x:6.424324361835977; y: 9.019373558670779} },receive,850.852.402.385.531,8.514.475.017.465.940,14.506.890.683.878.300,drone,24
11106,2022-12-17T21:33:55.856345,select_closest_tractor,start,,,,850.852.402.385.531,8.514.475.017.465.940,14.506.890.683.878.300,drone,24
11108,2022-12-17T21:33:55.878345,closest_tractor!,start,m_1291,{ name: tractor_1 },send,850.852.402.385.531,8.514.475.017.465.940,14.506.890.683.878.300,drone,24
11110,2022-12-17T21:33:55.890345,explore,start,,,,850.852.402.385.531,8.514.475.017.465.940,14.300.308.362.794.200,drone,24
11111,2022-12-17T21:33:55.893345,closest_tractor?,start,m_1291,{ name: tractor_1 },receive,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11113,2022-12-17T21:33:55.896345,closest_tractor?,start,m_1291,{ name: tractor_1 },receive,8.886.660.797.872.720,905.106.551.541.342,0.0,tractor_1,24
11114,2022-12-17T21:33:55.908345,move,start,,,,8.886.660.797.872.720,905.106.551.541.342,0.0,tractor_1,24
11117,2022-12-17T21:33:55.943345,cut_grass,start,,,,850.852.402.385.531,8.514.475.017.465.940,0.0,tractor_1,24
11120,2022-12-17T21:34:01.960345,weed_found,start,,,,817.491.563.339.605,9.632.422.852.056.190,14.300.308.362.794.200,drone,24
11122,2022-12-17T21:34:11.992345,weed_position!,start,m_1292,{weed: {x:8.17491563339605; y: 9.632422852056191} },send,817.491.563.339.605,9.632.422.852.056.190,14.300.308.362.794.200,drone,24
11124,2022-12-17T21:34:31.992345,weed_position!,start,m_1292,{weed: {x:8.17491563339605; y: 9.632422852056191} },send,817.491.563.339.605,9.632.422.852.056.190,14.300.308.362.794.200,drone,24
11125,2022-12-17T21:34:32.010345,weed_position?,start,m_1292,{weed: {x:8.17491563339605; y: 9.632422852056191} },receive,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11128,2022-12-17T21:34:42.011345,tractor_position!,start,m_1293,{ header: tractor_2; position: {x:6.424324361835977; y: 9.019373558670779} },send,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11129,2022-12-17T21:34:42.023345,tractor_position?,start,m_1293,{ header: tractor_2; position: {x:6.424324361835977; y: 9.019373558670779} },receive,817.491.563.339.605,9.632.422.852.056.190,14.300.308.362.794.200,drone,24
11132,2022-12-17T21:34:42.077345,select_closest_tractor,start,,,,817.491.563.339.605,9.632.422.852.056.190,14.300.308.362.794.200,drone,24
11134,2022-12-17T21:34:42.099345,closest_tractor!,start,m_1294,{ name: tractor_2 },send,817.491.563.339.605,9.632.422.852.056.190,14.300.308.362.794.200,drone,24
11135,2022-12-17T21:34:42.110345,explore,start,,,,817.491.563.339.605,9.632.422.852.056.190,14.319.081.938.050.300,drone,24
11137,2022-12-17T21:34:42.113345,closest_tractor?,start,m_1294,{ name: tractor_2 },receive,8.886.660.797.872.720,905.106.551.541.342,0.0,tractor_1,24
11138,2022-12-17T21:34:42.121345,closest_tractor?,start,m_1294,{ name: tractor_2 },receive,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11141,2022-12-17T21:34:42.133345,move,start,,,,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11143,2022-12-17T21:34:42.154345,cut_grass,start,,,,817.491.563.339.605,9.632.422.852.056.190,0.0,tractor_2,24
11146,2022-12-17T21:34:49.253345,weed_found,start,,,,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11148,2022-12-17T21:34:59.277345,weed_position!,start,m_1295,{weed: {x:7.97139338617449; y: 9.47140765688258} },send,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11150,2022-12-17T21:35:19.277345,weed_position!,start,m_1295,{weed: {x:7.97139338617449; y: 9.47140765688258} },send,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11152,2022-12-17T21:35:39.277345,weed_position!,start,m_1295,{weed: {x:7.97139338617449; y: 9.47140765688258} },send,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11154,2022-12-17T21:35:59.277345,weed_position!,start,m_1295,{weed: {x:7.97139338617449; y: 9.47140765688258} },send,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11155,2022-12-17T21:35:59.293345,weed_position?,start,m_1295,{weed: {x:7.97139338617449; y: 9.47140765688258} },receive,8.886.660.797.872.720,905.106.551.541.342,0.0,tractor_1,24
11156,2022-12-17T21:35:59.295345,weed_position?,start,m_1295,{weed: {x:7.97139338617449; y: 9.47140765688258} },receive,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11160,2022-12-17T21:36:09.304345,tractor_position!,start,m_1296,{ header: tractor_1; position: {x:8.50852402385531; y: 8.514475017465946} },send,8.886.660.797.872.720,905.106.551.541.342,0.0,tractor_1,24
11161,2022-12-17T21:36:09.314345,tractor_position?,start,m_1296,{ header: tractor_1; position: {x:8.50852402385531; y: 8.514475017465946} },receive,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11164,2022-12-17T21:36:09.361345,tractor_position!,start,m_1297,{ header: tractor_2; position: {x:8.17491563339605; y: 9.632422852056191} },send,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11165,2022-12-17T21:36:09.372345,tractor_position?,start,m_1297,{ header: tractor_2; position: {x:8.17491563339605; y: 9.632422852056191} },receive,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11168,2022-12-17T21:36:09.410345,select_closest_tractor,start,,,,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11170,2022-12-17T21:36:09.433345,closest_tractor!,start,m_1298,{ name: tractor_2 },send,797.139.338.617.449,947.140.765.688.258,14.319.081.938.050.300,drone,24
11172,2022-12-17T21:36:09.444345,explore,start,,,,797.139.338.617.449,947.140.765.688.258,14.536.601.378.150.500,drone,24
11174,2022-12-17T21:36:09.450345,move,start,,,,817.491.563.339.605,9.632.422.852.056.190,0.0,tractor_2,24
11175,2022-12-17T21:36:09.452345,closest_tractor?,start,m_1298,{ name: tractor_2 },receive,817.491.563.339.605,9.632.422.852.056.190,0.0,tractor_2,24
11177,2022-12-17T21:36:09.456345,closest_tractor?,start,m_1298,{ name: tractor_2 },receive,850.852.402.385.531,8.514.475.017.465.940,0.0,tractor_1,24
11179,2022-12-17T21:36:09.492345,cut_grass,start,,,,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11182,2022-12-17T21:36:20.554345,weed_found,start,,,,8.287.279.968.079.280,9.197.836.178.193.080,14.536.601.378.150.500,drone,24
11184,2022-12-17T21:36:30.577345,weed_position!,start,m_1299,{weed: {x:8.287279968079288; y: 9.197836178193088} },send,8.287.279.968.079.280,9.197.836.178.193.080,14.536.601.378.150.500,drone,24
11186,2022-12-17T21:36:50.577345,weed_position!,start,m_1299,{weed: {x:8.287279968079288; y: 9.197836178193088} },send,8.287.279.968.079.280,9.197.836.178.193.080,14.536.601.378.150.500,drone,24
11188,2022-12-17T21:37:10.577345,weed_position!,start,m_1299,{weed: {x:8.287279968079288; y: 9.197836178193088} },send,8.287.279.968.079.280,9.197.836.178.193.080,14.536.601.378.150.500,drone,24
11189,2022-12-17T21:37:10.595345,weed_position?,start,m_1299,{weed: {x:8.287279968079288; y: 9.197836178193088} },receive,850.852.402.385.531,8.514.475.017.465.940,0.0,tractor_1,24
11192,2022-12-17T21:37:20.580345,tractor_position!,start,m_1300,{ header: tractor_1; position: {x:8.50852402385531; y: 8.514475017465946} },send,850.852.402.385.531,8.514.475.017.465.940,0.0,tractor_1,24
11193,2022-12-17T21:37:20.597345,tractor_position?,start,m_1300,{ header: tractor_1; position: {x:8.50852402385531; y: 8.514475017465946} },receive,8.287.279.968.079.280,9.197.836.178.193.080,14.536.601.378.150.500,drone,24
11196,2022-12-17T21:37:20.654345,select_closest_tractor,start,,,,8.287.279.968.079.280,9.197.836.178.193.080,14.536.601.378.150.500,drone,24
11198,2022-12-17T21:37:20.675345,closest_tractor!,start,m_1301,{ name: tractor_1 },send,8.287.279.968.079.280,9.197.836.178.193.080,14.536.601.378.150.500,drone,24
11199,2022-12-17T21:37:20.683345,closest_tractor?,start,m_1301,{ name: tractor_1 },receive,850.852.402.385.531,8.514.475.017.465.940,0.0,tractor_1,24
11200,2022-12-17T21:37:20.685345,explore,start,,,,8.287.279.968.079.280,9.197.836.178.193.080,1.413.560.330.840.770,drone,24
11202,2022-12-17T21:37:20.687345,closest_tractor?,start,m_1301,{ name: tractor_1 },receive,817.491.563.339.605,9.632.422.852.056.190,0.0,tractor_2,24
11205,2022-12-17T21:37:20.705345,move,start,,,,850.852.402.385.531,8.514.475.017.465.940,0.0,tractor_1,24
11207,2022-12-17T21:37:20.751345,cut_grass,start,,,,8.287.279.968.079.280,9.197.836.178.193.080,0.0,tractor_1,24
11210,2022-12-17T21:37:29.815345,weed_found,start,,,,79.528.030.391.600.900,8.965.838.123.269.630,1.413.560.330.840.770,drone,24
11212,2022-12-17T21:37:39.838345,weed_position!,start,m_1302,{weed: {x:7.9528030391600995; y: 8.965838123269634} },send,79.528.030.391.600.900,8.965.838.123.269.630,1.413.560.330.840.770,drone,24
11213,2022-12-17T21:37:39.854345,weed_position?,start,m_1302,{weed: {x:7.9528030391600995; y: 8.965838123269634} },receive,817.491.563.339.605,9.632.422.852.056.190,0.0,tractor_2,24
11214,2022-12-17T21:37:39.855345,weed_position?,start,m_1302,{weed: {x:7.9528030391600995; y: 8.965838123269634} },receive,850.852.402.385.531,8.514.475.017.465.940,0.0,tractor_1,24
11218,2022-12-17T21:37:49.855345,tractor_position!,start,m_1303,{ header: tractor_1; position: {x:8.287279968079288; y: 9.197836178193088} },send,850.852.402.385.531,8.514.475.017.465.940,0.0,tractor_1,24
11219,2022-12-17T21:37:49.867345,tractor_position?,start,m_1303,{ header: tractor_1; position: {x:8.287279968079288; y: 9.197836178193088} },receive,79.528.030.391.600.900,8.965.838.123.269.630,1.413.560.330.840.770,drone,24
11222,2022-12-17T21:37:49.925345,tractor_position!,start,m_1304,{ header: tractor_2; position: {x:7.97139338617449; y: 9.47140765688258} },send,817.491.563.339.605,9.632.422.852.056.190,0.0,tractor_2,24
11223,2022-12-17T21:37:49.938345,tractor_position?,start,m_1304,{ header: tractor_2; position: {x:7.97139338617449; y: 9.47140765688258} },receive,79.528.030.391.600.900,8.965.838.123.269.630,1.413.560.330.840.770,drone,24
11226,2022-12-17T21:37:49.988345,select_closest_tractor,start,,,,79.528.030.391.600.900,8.965.838.123.269.630,1.413.560.330.840.770,drone,24
11228,2022-12-17T21:37:50.011345,closest_tractor!,start,m_1305,{ name: tractor_1 },send,79.528.030.391.600.900,8.965.838.123.269.630,1.413.560.330.840.770,drone,24
11229,2022-12-17T21:37:50.021345,closest_tractor?,start,m_1305,{ name: tractor_1 },receive,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11231,2022-12-17T21:37:50.023345,explore,start,,,,79.528.030.391.600.900,8.965.838.123.269.630,14.262.787.916.453.900,drone,24
11232,2022-12-17T21:37:50.026345,closest_tractor?,start,m_1305,{ name: tractor_1 },receive,8.287.279.968.079.280,9.197.836.178.193.080,0.0,tractor_1,24
11235,2022-12-17T21:37:50.033345,move,start,,,,8.287.279.968.079.280,9.197.836.178.193.080,0.0,tractor_1,24
11237,2022-12-17T21:37:50.079345,cut_grass,start,,,,79.528.030.391.600.900,8.965.838.123.269.630,0.0,tractor_1,24
11240,2022-12-17T21:38:08.129345,weed_found,start,,,,8.263.817.345.798.480,9.069.526.220.908.810,14.262.787.916.453.900,drone,24
11242,2022-12-17T21:38:18.163345,weed_position!,start,m_1306,{weed: {x:8.263817345798483; y: 9.069526220908816} },send,8.263.817.345.798.480,9.069.526.220.908.810,14.262.787.916.453.900,drone,24
11244,2022-12-17T21:38:38.163345,weed_position!,start,m_1306,{weed: {x:8.263817345798483; y: 9.069526220908816} },send,8.263.817.345.798.480,9.069.526.220.908.810,14.262.787.916.453.900,drone,24
11246,2022-12-17T21:38:58.163345,weed_position!,start,m_1306,{weed: {x:8.263817345798483; y: 9.069526220908816} },send,8.263.817.345.798.480,9.069.526.220.908.810,14.262.787.916.453.900,drone,24
11247,2022-12-17T21:38:58.178345,weed_position?,start,m_1306,{weed: {x:8.263817345798483; y: 9.069526220908816} },receive,8.287.279.968.079.280,9.197.836.178.193.080,0.0,tractor_1,24
11248,2022-12-17T21:38:58.179345,weed_position?,start,m_1306,{weed: {x:8.263817345798483; y: 9.069526220908816} },receive,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11252,2022-12-17T21:39:08.178345,tractor_position!,start,m_1307,{ header: tractor_1; position: {x:7.9528030391600995; y: 8.965838123269634} },send,8.287.279.968.079.280,9.197.836.178.193.080,0.0,tractor_1,24
11253,2022-12-17T21:39:08.191345,tractor_position?,start,m_1307,{ header: tractor_1; position: {x:7.9528030391600995; y: 8.965838123269634} },receive,8.263.817.345.798.480,9.069.526.220.908.810,14.262.787.916.453.900,drone,24
11256,2022-12-17T21:39:08.240345,tractor_position!,start,m_1308,{ header: tractor_2; position: {x:7.97139338617449; y: 9.47140765688258} },send,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11257,2022-12-17T21:39:08.254345,tractor_position?,start,m_1308,{ header: tractor_2; position: {x:7.97139338617449; y: 9.47140765688258} },receive,8.263.817.345.798.480,9.069.526.220.908.810,14.262.787.916.453.900,drone,24
11260,2022-12-17T21:39:08.294345,select_closest_tractor,start,,,,8.263.817.345.798.480,9.069.526.220.908.810,14.262.787.916.453.900,drone,24
11262,2022-12-17T21:39:08.314345,closest_tractor!,start,m_1309,{ name: tractor_1 },send,8.263.817.345.798.480,9.069.526.220.908.810,14.262.787.916.453.900,drone,24
11263,2022-12-17T21:39:08.323345,closest_tractor?,start,m_1309,{ name: tractor_1 },receive,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11265,2022-12-17T21:39:08.324345,explore,start,,,,8.263.817.345.798.480,9.069.526.220.908.810,14.274.030.554.270.200,drone,24
11266,2022-12-17T21:39:08.326345,closest_tractor?,start,m_1309,{ name: tractor_1 },receive,79.528.030.391.600.900,8.965.838.123.269.630,0.0,tractor_1,24
11269,2022-12-17T21:39:08.345345,move,start,,,,79.528.030.391.600.900,8.965.838.123.269.630,0.0,tractor_1,24
11271,2022-12-17T21:39:08.392345,cut_grass,start,,,,8.263.817.345.798.480,9.069.526.220.908.810,0.0,tractor_1,24
11274,2022-12-17T21:39:27.407345,weed_found,start,,,,7.976.551.730.406.860,8.593.595.354.336.730,14.274.030.554.270.200,drone,24
11276,2022-12-17T21:39:37.431345,weed_position!,start,m_1310,{weed: {x:7.976551730406865; y: 8.593595354336738} },send,7.976.551.730.406.860,8.593.595.354.336.730,14.274.030.554.270.200,drone,24
11278,2022-12-17T21:39:57.431345,weed_position!,start,m_1310,{weed: {x:7.976551730406865; y: 8.593595354336738} },send,7.976.551.730.406.860,8.593.595.354.336.730,14.274.030.554.270.200,drone,24
11279,2022-12-17T21:39:57.450345,weed_position?,start,m_1310,{weed: {x:7.976551730406865; y: 8.593595354336738} },receive,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11282,2022-12-17T21:40:07.434345,tractor_position!,start,m_1311,{ header: tractor_2; position: {x:7.97139338617449; y: 9.47140765688258} },send,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11283,2022-12-17T21:40:07.451345,tractor_position?,start,m_1311,{ header: tractor_2; position: {x:7.97139338617449; y: 9.47140765688258} },receive,7.976.551.730.406.860,8.593.595.354.336.730,14.274.030.554.270.200,drone,24
11286,2022-12-17T21:40:07.506345,select_closest_tractor,start,,,,7.976.551.730.406.860,8.593.595.354.336.730,14.274.030.554.270.200,drone,24
11288,2022-12-17T21:40:07.528345,closest_tractor!,start,m_1312,{ name: tractor_2 },send,7.976.551.730.406.860,8.593.595.354.336.730,14.274.030.554.270.200,drone,24
11290,2022-12-17T21:40:07.539345,explore,start,,,,7.976.551.730.406.860,8.593.595.354.336.730,1.466.182.999.600.970,drone,24
11291,2022-12-17T21:40:07.547345,closest_tractor?,start,m_1312,{ name: tractor_2 },receive,79.528.030.391.600.900,8.965.838.123.269.630,0.0,tractor_1,24
11292,2022-12-17T21:40:07.551345,closest_tractor?,start,m_1312,{ name: tractor_2 },receive,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11293,2022-12-17T21:40:07.553345,move,start,,,,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11297,2022-12-17T21:40:07.574345,cut_grass,start,,,,7.976.551.730.406.860,8.593.595.354.336.730,0.0,tractor_2,24
11300,2022-12-17T21:40:14.651345,weed_found,start,,,,91.512.104.401.537,10.137.492.366.859.500,1.466.182.999.600.970,drone,24
11302,2022-12-17T21:40:24.678345,weed_position!,start,m_1313,{weed: {x:9.151210440153699; y: 10.137492366859515} },send,91.512.104.401.537,10.137.492.366.859.500,1.466.182.999.600.970,drone,24
11303,2022-12-17T21:40:24.696345,weed_position?,start,m_1313,{weed: {x:9.151210440153699; y: 10.137492366859515} },receive,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11304,2022-12-17T21:40:24.698345,weed_position?,start,m_1313,{weed: {x:9.151210440153699; y: 10.137492366859515} },receive,79.528.030.391.600.900,8.965.838.123.269.630,0.0,tractor_1,24
11308,2022-12-17T21:40:34.695345,tractor_position!,start,m_1314,{ header: tractor_1; position: {x:8.263817345798483; y: 9.069526220908816} },send,79.528.030.391.600.900,8.965.838.123.269.630,0.0,tractor_1,24
11309,2022-12-17T21:40:34.708345,tractor_position?,start,m_1314,{ header: tractor_1; position: {x:8.263817345798483; y: 9.069526220908816} },receive,91.512.104.401.537,10.137.492.366.859.500,1.466.182.999.600.970,drone,24
11312,2022-12-17T21:40:34.746345,tractor_position!,start,m_1315,{ header: tractor_2; position: {x:7.976551730406865; y: 8.593595354336738} },send,797.139.338.617.449,947.140.765.688.258,0.0,tractor_2,24
11313,2022-12-17T21:40:34.760345,tractor_position?,start,m_1315,{ header: tractor_2; position: {x:7.976551730406865; y: 8.593595354336738} },receive,91.512.104.401.537,10.137.492.366.859.500,1.466.182.999.600.970,drone,24
11316,2022-12-17T21:40:34.814345,select_closest_tractor,start,,,,91.512.104.401.537,10.137.492.366.859.500,1.466.182.999.600.970,drone,24
11318,2022-12-17T21:40:34.835345,closest_tractor!,start,m_1316,{ name: tractor_1 },send,91.512.104.401.537,10.137.492.366.859.500,1.466.182.999.600.970,drone,24
11319,2022-12-17T21:40:34.843345,closest_tractor?,start,m_1316,{ name: tractor_1 },receive,7.976.551.730.406.860,8.593.595.354.336.730,0.0,tractor_2,24
